Betreiber: LfU;;;
Pegelkennziffer (PKZ): 6919300;;;
Messstellenname: Frankfurt (Oder), Simonsmühle;;;
Gewaessername: Klinge;;;
AEo [qkm]: 13,91;;;
Pegelnullpunkt: 34,27  DHHN92 ;;;
ETRS 89_3_Ost: 467257,439684;;;
ETRS 89_3_Nord: 5800668,919883;;;
Geografische Laenge:  14,519237;;;
Geografische Breite:  52,355329;;;
Parameter: W [cm];;;
Datum;Uhrzeit;Relativer Wert [cm];Qualität (rel. Wert)
30.12.1995;Tagesmittel;28;Gut
31.12.1995;Tagesmittel;28;Gut
01.01.1996;Tagesmittel;28;Gut
02.01.1996;Tagesmittel;28;Gut
03.01.1996;Tagesmittel;27;Gut
04.01.1996;Tagesmittel;27;Gut
05.01.1996;Tagesmittel;26;Gut
06.01.1996;Tagesmittel;26;Gut
07.01.1996;Tagesmittel;26;Gut
08.01.1996;Tagesmittel;26;Gut
09.01.1996;Tagesmittel;26;Gut
10.01.1996;Tagesmittel;26;Gut
11.01.1996;Tagesmittel;26;Gut
12.01.1996;Tagesmittel;26;Gut
13.01.1996;Tagesmittel;26;Gut
14.01.1996;Tagesmittel;26;Gut
15.01.1996;Tagesmittel;26;Gut
16.01.1996;Tagesmittel;26;Gut
17.01.1996;Tagesmittel;26;Gut
18.01.1996;Tagesmittel;26;Gut
19.01.1996;Tagesmittel;26;Gut
20.01.1996;Tagesmittel;26;Gut
21.01.1996;Tagesmittel;26;Gut
22.01.1996;Tagesmittel;26;Gut
23.01.1996;Tagesmittel;26;Gut
24.01.1996;Tagesmittel;26;Gut
25.01.1996;Tagesmittel;26;Gut
26.01.1996;Tagesmittel;26;Gut
27.01.1996;Tagesmittel;26;Gut
28.01.1996;Tagesmittel;26;Gut
29.01.1996;Tagesmittel;26;Gut
30.01.1996;Tagesmittel;26;Gut
31.01.1996;Tagesmittel;26;Gut
01.02.1996;Tagesmittel;26;Gut
02.02.1996;Tagesmittel;26;Gut
03.02.1996;Tagesmittel;26;Gut
04.02.1996;Tagesmittel;26;Gut
05.02.1996;Tagesmittel;26;Gut
06.02.1996;Tagesmittel;26;Gut
07.02.1996;Tagesmittel;26;Gut
08.02.1996;Tagesmittel;26;Gut
09.02.1996;Tagesmittel;26;Gut
10.02.1996;Tagesmittel;26;Gut
11.02.1996;Tagesmittel;26;Gut
12.02.1996;Tagesmittel;26;Gut
13.02.1996;Tagesmittel;26;Gut
14.02.1996;Tagesmittel;24;Gut
15.02.1996;Tagesmittel;23;Gut
16.02.1996;Tagesmittel;33;Gut
17.02.1996;Tagesmittel;37;Gut
18.02.1996;Tagesmittel;36;Gut
19.02.1996;Tagesmittel;41;Gut
20.02.1996;Tagesmittel;27;Gut
21.02.1996;Tagesmittel;26;Gut
22.02.1996;Tagesmittel;26;Gut
23.02.1996;Tagesmittel;26;Gut
24.02.1996;Tagesmittel;26;Gut
25.02.1996;Tagesmittel;26;Gut
26.02.1996;Tagesmittel;31;Gut
27.02.1996;Tagesmittel;34;Gut
28.02.1996;Tagesmittel;28;Gut
29.02.1996;Tagesmittel;28;Gut
01.03.1996;Tagesmittel;27;Gut
02.03.1996;Tagesmittel;27;Gut
03.03.1996;Tagesmittel;27;Gut
04.03.1996;Tagesmittel;27;Gut
05.03.1996;Tagesmittel;27;Gut
06.03.1996;Tagesmittel;26;Gut
07.03.1996;Tagesmittel;26;Gut
08.03.1996;Tagesmittel;26;Gut
09.03.1996;Tagesmittel;26;Gut
10.03.1996;Tagesmittel;26;Gut
11.03.1996;Tagesmittel;26;Gut
12.03.1996;Tagesmittel;27;Gut
13.03.1996;Tagesmittel;27;Gut
14.03.1996;Tagesmittel;26;Gut
15.03.1996;Tagesmittel;26;Gut
16.03.1996;Tagesmittel;26;Gut
17.03.1996;Tagesmittel;26;Gut
18.03.1996;Tagesmittel;26;Gut
19.03.1996;Tagesmittel;26;Gut
20.03.1996;Tagesmittel;26;Gut
21.03.1996;Tagesmittel;26;Gut
22.03.1996;Tagesmittel;26;Gut
23.03.1996;Tagesmittel;26;Gut
24.03.1996;Tagesmittel;30;Gut
25.03.1996;Tagesmittel;28;Gut
26.03.1996;Tagesmittel;27;Gut
27.03.1996;Tagesmittel;26;Gut
28.03.1996;Tagesmittel;26;Gut
29.03.1996;Tagesmittel;26;Gut
30.03.1996;Tagesmittel;27;Gut
31.03.1996;Tagesmittel;27;Gut
01.04.1996;Tagesmittel;26;Gut
02.04.1996;Tagesmittel;26;Gut
03.04.1996;Tagesmittel;26;Gut
04.04.1996;Tagesmittel;27;Gut
05.04.1996;Tagesmittel;27;Gut
06.04.1996;Tagesmittel;27;Gut
